epoch,learning_rate,adversarial_weight,train_task_loss,val_task_loss,train_total_loss,adversarial_loss,domain_accuracy,train_accuracy,val_accuracy
50,0.005,0.01685828489344735,0.4082095503807068,0.39956116676330566,0.42914711236953734,1.2419748783111573,0.99375,0.6125,0.5
51,0.005,0.017000713624504282,0.398065584897995,0.39884570240974426,0.42057774066925047,1.3241886615753173,0.975,0.725,0.6
52,0.005,0.017137186908615428,0.394134658575058,0.3865891098976135,0.4184073984622955,1.4163785219192504,0.95625,0.7625,0.6
53,0.005,0.017267908920850932,0.38521872758865355,0.38206392526626587,0.4120081901550293,1.551401710510254,0.95,0.7375,0.8
54,0.005,0.01739308090223108,0.38084542751312256,0.3716493248939514,0.409207808971405,1.630670428276062,0.95,0.8625,1.0
55,0.005,0.01751290078947687,0.3729807913303375,0.3676036596298218,0.40250403881073,1.6858001470565795,0.95625,0.9375,0.8
56,0.005,0.017627562892896763,0.3747768223285675,0.36259451508522034,0.40450851917266845,1.6866592168807983,0.94375,0.825,1.0
57,0.005,0.017737257619298195,0.3670308828353882,0.3621765077114105,0.3957249164581299,1.6177265405654908,0.975,0.8375,0.9
58,0.005,0.017842171236828387,0.3612045109272003,0.35234105587005615,0.38910632133483886,1.5638121604919433,0.96875,0.825,0.9
59,0.005,0.01794248567869329,0.3539097964763641,0.34802165627479553,0.3795210063457489,1.4274064779281617,0.94375,0.8125,0.9
60,0.005,0.0180383783827721,0.34992519617080686,0.3451547622680664,0.3741802215576172,1.344634437561035,0.975,0.8625,0.9
61,0.005,0.01813002216423239,0.3479266047477722,0.3429073095321655,0.3719658017158508,1.325932765007019,0.96875,0.9,1.0
62,0.005,0.018217585118354498,0.3437551975250244,0.3382657766342163,0.36698827147483826,1.275310492515564,0.99375,0.95,1.0
63,0.005,0.018301230550889617,0.3399238049983978,0.34649211168289185,0.3647002696990967,1.353814148902893,0.96875,0.975,1.0
64,0.005,0.01838111693340031,0.3395200610160828,0.37053534388542175,0.3647455036640167,1.3723565340042114,0.96875,0.925,0.6
65,0.005,0.0184573978811636,0.3489857614040375,0.349404513835907,0.3749126136302948,1.4046860218048096,0.9625,0.9125,1.0
66,0.005,0.018530222151351167,0.3401042580604553,0.3274715840816498,0.3668182730674744,1.4416457891464234,0.98125,0.9875,1.0
67,0.005,0.01859973365933838,0.33073119521141053,0.3255639672279358,0.35848461389541625,1.4921406030654907,1.0,0.975,1.0
68,0.005,0.018666071511130422,0.32710641622543335,0.3286815583705902,0.35670303702354433,1.5855838775634765,0.975,0.9625,1.0
69,0.005,0.01872937005002942,0.3300294458866119,0.3214297294616699,0.3599027216434479,1.5949962854385376,0.975,0.9875,1.0
70,0.005,0.018789758915799454,0.3376393854618073,0.38161277770996094,0.3680099844932556,1.6163378477096557,0.975,0.95,0.9
71,0.005,0.01884736311471589,0.3333209276199341,0.3436965048313141,0.3635027766227722,1.6013828754425048,0.95,0.975,0.8
72,0.005,0.018902303099010337,0.3414694905281067,0.33826303482055664,0.37070960402488706,1.546907091140747,0.98125,0.8,1.0
73,0.005,0.018954694854343077,0.33447653651237486,0.33561021089553833,0.36110109090805054,1.4046416997909545,0.96875,0.9625,1.0
74,0.005,0.019004649994049425,0.32893202304840086,0.33777526021003723,0.3550847589969635,1.3761232376098633,0.98125,0.95,1.0
75,0.005,0.019052275859015796,0.3285227298736572,0.3337557017803192,0.3539337933063507,1.333754563331604,0.9875,0.975,1.0
76,0.005,0.019097675622144556,0.3256040751934052,0.3228073716163635,0.3511208534240723,1.3361199855804444,0.9875,0.975,1.0
77,0.005,0.019140948396463978,0.3305613398551941,0.339322030544281,0.3562172770500183,1.3403693914413453,0.9875,0.975,1.0
78,0.005,0.01918218934603104,0.3673673987388611,0.329950749874115,0.39441498517990115,1.4100369453430175,0.98125,0.9125,1.0
79,0.005,0.019221489798860278,0.3341993808746338,0.3241931200027466,0.3615412175655365,1.4224615097045898,0.975,0.975,1.0
80,0.005,0.019258937361191237,0.322944712638855,0.3292251229286194,0.35187587738037107,1.5022200107574464,0.9875,0.9625,1.0
81,0.005,0.019294616032481275,0.3287527024745941,0.32366788387298584,0.35881100296974183,1.5578593254089355,0.98125,0.975,1.0
82,0.005,0.019328606320578576,0.32536853551864625,0.32125478982925415,0.3550762474536896,1.5369812965393066,1.0,0.9875,1.0
83,0.005,0.019360985356593696,0.31746060848236085,0.3024568557739258,0.3492373704910278,1.6412781000137329,0.9875,0.975,1.0
84,0.005,0.01939182700904564,0.30884006023406985,0.3000900447368622,0.3411946713924408,1.6684667825698853,0.99375,0.9875,1.0
85,0.005,0.01942120199691215,0.29777616262435913,0.29614606499671936,0.3300232529640198,1.6604065418243408,0.9875,0.9875,1.0
86,0.005,0.01944917800126253,0.29140918254852294,0.2886948585510254,0.3230477273464203,1.6267291069030763,0.975,0.9875,1.0
87,0.005,0.019475819775195715,0.29297460317611695,0.3040773272514343,0.3239265620708466,1.5892507076263427,0.99375,0.9875,1.0
88,0.005,0.01950118925184685,0.30899201035499574,0.3239295482635498,0.34016622304916383,1.5985798597335816,0.98125,1.0,1.0
89,0.005,0.019525345650262562,0.3078515827655792,0.30779293179512024,0.3393604338169098,1.6137410640716552,0.975,0.9875,1.0
90,0.005,0.019548345578977923,0.2950654149055481,0.28632852435112,0.326360946893692,1.6009298324584962,0.9875,1.0,1.0
91,0.005,0.019570243137158664,0.2850732922554016,0.28204411268234253,0.31666610240936277,1.6143286228179932,0.98125,1.0,1.0
92,0.005,0.019591090013198437,0.2798909664154053,0.2808384895324707,0.31147282719612124,1.6120524168014527,1.0,1.0,1.0
93,0.005,0.01961093558068586,0.2790260910987854,0.28601810336112976,0.3107366025447845,1.6169807195663453,0.975,1.0,1.0
94,0.005,0.019629826991676976,0.2843428313732147,0.27799972891807556,0.31616132259368895,1.6209258794784547,0.96875,1.0,1.0
95,0.005,0.019647809267228658,0.29877060651779175,0.28969261050224304,0.33025861978530885,1.6026219129562378,0.9875,0.975,1.0
96,0.005,0.019664925385164875,0.3034146010875702,0.27509066462516785,0.33440040946006777,1.5756892204284667,0.98125,0.9625,1.0
97,0.005,0.0196812163650634,0.3076260805130005,0.338239848613739,0.33917142152786256,1.6028143167495728,0.98125,0.9875,1.0
98,0.005,0.019696721350463502,0.3135789752006531,0.2850283086299896,0.3448503911495209,1.587645983695984,0.98125,0.9625,1.0
99,0.005,0.019711477688306694,0.32009881138801577,0.33916640281677246,0.351873916387558,1.6120104312896728,0.99375,0.925,1.0
100,0.005,0.019725521005633045,0.31005324721336364,0.3234867453575134,0.33992437124252317,1.514339232444763,0.9875,0.975,1.0
101,0.005,0.019738885283563906,0.3209650456905365,0.29215216636657715,0.3507321238517761,1.5080424308776856,0.975,1.0,1.0
102,0.005,0.01975160292860978,0.300276917219162,0.28679028153419495,0.33058190941810606,1.5343058824539184,0.975,0.9875,1.0
103,0.005,0.019763704841348092,0.2994392395019531,0.3147372305393219,0.32970559000968935,1.531411075592041,0.9875,0.975,1.0
104,0.005,0.01977522048252137,0.30038332343101504,0.28210556507110596,0.33054815530776976,1.525385046005249,0.99375,1.0,1.0
105,0.005,0.019786177936610465,0.28454179167747495,0.282842755317688,0.31568371653556826,1.5739234924316405,0.96875,0.975,1.0
106,0.005,0.01979660397294152,0.3010704219341278,0.28714168071746826,0.3320266425609589,1.5637134552001952,0.96875,0.9875,1.0
107,0.005,0.01980652410438786,0.28841649293899535,0.28900548815727234,0.3189238667488098,1.5402689218521117,0.9875,0.9875,1.0
108,0.005,0.019815962643730783,0.28362714052200316,0.275266170501709,0.3134977638721466,1.5074018716812134,0.96875,0.975,1.0
109,0.005,0.019824942757744636,0.27467790246009827,0.2949248254299164,0.30470428466796873,1.5145759582519531,0.96875,0.9875,1.0
110,0.005,0.019833486519072917,0.29813206791877744,0.30951830744743347,0.3277644217014313,1.4940564155578613,0.99375,0.9875,1.0
111,0.005,0.019841614955962813,0.30114096999168394,0.30654555559158325,0.3309876978397369,1.5042489290237426,0.99375,0.9875,1.0
112,0.005,0.019849348099926264,0.2952819883823395,0.2862788140773773,0.3259718418121338,1.5461390256881713,0.9875,1.0,1.0
113,0.005,0.019856705031395246,0.29053221344947816,0.2855360805988312,0.3215403020381927,1.5615929126739503,0.99375,1.0,1.0
114,0.005,0.019863703923439106,0.29355069398880007,0.28777602314949036,0.32526577115058897,1.596634578704834,0.975,1.0,1.0
115,0.005,0.019870362083611016,0.28306524753570556,0.2762966752052307,0.3147325277328491,1.5936943769454956,0.99375,1.0,1.0
116,0.005,0.019876695993990032,0.2775527834892273,0.2850710153579712,0.3090216934680939,1.5832063913345338,0.99375,1.0,1.0
117,0.005,0.01988272134948411,0.29689925312995913,0.285786509513855,0.3287422716617584,1.6015420436859131,0.99375,1.0,1.0
118,0.005,0.019888453094458622,0.3115756392478943,0.3309975564479828,0.342989981174469,1.5795268535614013,0.99375,1.0,1.0
119,0.005,0.019893905457753384,0.29726605415344237,0.3227058947086334,0.32870152592658997,1.5801562547683716,0.99375,1.0,1.0
120,0.005,0.019899091986150023,0.3250414848327637,0.2918033003807068,0.35582741498947146,1.547102689743042,0.9875,1.0,1.0
121,0.005,0.019904025576350133,0.2786709129810333,0.27218952775001526,0.3077683687210083,1.4618882417678833,0.99375,1.0,1.0
122,0.005,0.019908718505522886,0.2697878986597061,0.2666251063346863,0.2973565936088562,1.3847549438476563,0.99375,1.0,1.0
123,0.005,0.019913182460479566,0.2677995592355728,0.2739119827747345,0.29549749493598937,1.3909348726272583,1.0,1.0,1.0
124,0.005,0.019917428565530543,0.26706437170505526,0.2636771500110626,0.29630441069602964,1.4680631637573243,1.0,1.0,1.0
125,0.005,0.019921467409078773,0.2642631709575653,0.2647252082824707,0.29539453983306885,1.5627049922943115,1.0,1.0,1.0
126,0.005,0.019925309069002153,0.26354012489318845,0.2627447843551636,0.2974478185176849,1.7017400026321412,0.99375,1.0,1.0
127,0.005,0.019928963136875387,0.2630086004734039,0.26446500420570374,0.29851600527763367,1.7816985368728637,0.9875,1.0,1.0
128,0.005,0.01993243874108044,0.2614794343709946,0.2605185806751251,0.29779866337776184,1.822116732597351,0.9875,1.0,1.0
129,0.005,0.01993574456885283,0.26131262481212614,0.26282307505607605,0.2969433665275574,1.7872792720794677,0.99375,1.0,1.0
130,0.005,0.019938888887309502,0.25890613794326783,0.2626439929008484,0.29284911751747134,1.70235013961792,0.9875,1.0,1.0
131,0.005,0.019941879563502365,0.2647165983915329,0.2753206789493561,0.29589034914970397,1.5632305145263672,1.0,1.0,1.0
132,0.005,0.0199447240835398,0.28144689202308654,0.30295833945274353,0.30983835458755493,1.423507571220398,1.0,1.0,1.0
133,0.005,0.01994742957081722,0.2798195958137512,0.26101723313331604,0.3072556257247925,1.3754167079925537,1.0,1.0,1.0
134,0.005,0.01995000280339582,0.26223166286945343,0.2586711347103119,0.29095199704170227,1.4396157026290894,1.0,1.0,1.0
135,0.005,0.019952450230567322,0.2606028228998184,0.2545948326587677,0.291649603843689,1.556038737297058,1.0,1.0,1.0
136,0.005,0.019954777988641197,0.25600783824920653,0.25679099559783936,0.28797027468681335,1.601743459701538,0.99375,1.0,1.0
137,0.005,0.019956991915988986,0.25738127827644347,0.259013295173645,0.2903663873672485,1.6528097629547118,1.0,1.0,1.0
138,0.005,0.019959097567379427,0.25745095014572145,0.2563437223434448,0.2910887777805328,1.6853382349014283,1.0,1.0,1.0
139,0.005,0.01996110022763634,0.25773611962795256,0.25363925099372864,0.29249133467674254,1.7411472797393799,1.0,1.0,1.0
140,0.005,0.01996300492465011,0.25662232339382174,0.2558901309967041,0.29127844572067263,1.7360170841217042,1.0,1.0,1.0
141,0.005,0.019964816441772254,0.2581723481416702,0.25649866461753845,0.29237496852874756,1.7131447792053223,1.0,1.0,1.0
142,0.005,0.01996653932962138,0.25885550677776337,0.25628915429115295,0.29153475165367126,1.636700201034546,1.0,1.0,1.0
143,0.005,0.01996817791732747,0.25905712842941286,0.2546854317188263,0.2902417957782745,1.5617182970046997,1.0,1.0,1.0
144,0.005,0.01996973632324064,0.25673865973949433,0.2532893121242523,0.287123966217041,1.521567416191101,1.0,1.0,1.0
145,0.005,0.01997121846512886,0.2548550248146057,0.25400325655937195,0.2848557114601135,1.5021960020065308,1.0,1.0,1.0
146,0.005,0.01997262806988856,0.25449983179569247,0.2521633505821228,0.28465393781661985,1.5097713470458984,1.0,1.0,1.0
147,0.005,0.01997396868279081,0.2547984331846237,0.2560911774635315,0.28468151688575744,1.4961015701293945,1.0,1.0,1.0
148,0.005,0.019975243676284553,0.2543278008699417,0.2534217834472656,0.28475919365882874,1.523455595970154,1.0,1.0,1.0
149,0.005,0.019976456258377812,0.25502219796180725,0.25185006856918335,0.28748231530189516,1.6249188423156737,1.0,1.0,1.0
150,0.005,0.019977609480616602,0.25401713848114016,0.25399050116539,0.2880526304244995,1.7036820888519286,1.0,1.0,1.0
151,0.005,0.019978706245680464,0.2527651399374008,0.2528883218765259,0.2872064530849457,1.723901104927063,1.0,1.0,1.0
152,0.005,0.019979749314612577,0.2529889613389969,0.25162896513938904,0.286890709400177,1.6968054533004762,1.0,1.0,1.0
153,0.005,0.0199807413137019,0.26044913530349734,0.2593161463737488,0.2928049206733704,1.6193484783172607,1.0,1.0,1.0
154,0.005,0.01998168474103367,0.2618022561073303,0.2809273302555084,0.2929150819778442,1.5570672273635864,1.0,1.0,1.0
155,0.005,0.019982581972723904,0.2619426906108856,0.2508918046951294,0.2924027144908905,1.5243284702301025,1.0,1.0,1.0
156,0.005,0.01998343526885312,0.25508920550346376,0.26338639855384827,0.28576751351356505,1.5351867914199828,1.0,1.0,1.0
157,0.005,0.019984246779113365,0.26103057861328127,0.2585889995098114,0.2921183109283447,1.5556116580963135,1.0,1.0,1.0
158,0.005,0.019985018548182285,0.25745334625244143,0.255219042301178,0.29003931283950807,1.6305197477340698,1.0,1.0,1.0
159,0.005,0.019985752520837265,0.25459801852703096,0.2643643915653229,0.28804624676704405,1.6736037254333496,1.0,1.0,1.0
160,0.005,0.01998645054682207,0.2538704603910446,0.2631436288356781,0.2872223317623138,1.66872398853302,1.0,1.0,1.0
161,0.005,0.01998711438547772,0.2591795414686203,0.2516794800758362,0.29271194338798523,1.6777014017105103,1.0,1.0,1.0
162,0.005,0.019987745710149003,0.2534503310918808,0.25069326162338257,0.28653565645217893,1.6552805423736572,1.0,1.0,1.0
163,0.005,0.019988346112377268,0.2597850948572159,0.2539377808570862,0.2914885520935059,1.5860968112945557,1.0,1.0,1.0
164,0.005,0.019988917105889927,0.25369026362895963,0.25043052434921265,0.2839886486530304,1.5157590627670288,1.0,1.0,1.0
165,0.005,0.019989460130396167,0.2515630155801773,0.2501868009567261,0.2823171496391296,1.5385172843933106,1.0,1.0,1.0
166,0.005,0.01998997655519847,0.25177307426929474,0.2503637671470642,0.28372690081596375,1.5984923124313355,1.0,1.0,1.0
167,0.005,0.01999046768262857,0.2518871873617172,0.25085553526878357,0.28401787877082824,1.6073009014129638,1.0,1.0,1.0
168,0.005,0.019990934751316518,0.2511835962533951,0.2506084144115448,0.28367995023727416,1.6255547285079956,1.0,1.0,1.0
169,0.005,0.01999137893930066,0.250242879986763,0.25695735216140747,0.2826535075902939,1.6212301969528198,1.0,1.0,1.0
170,0.005,0.019991801366986483,0.25268214344978335,0.2629726231098175,0.2845593452453613,1.5945137023925782,1.0,1.0,1.0
171,0.005,0.019992203099961352,0.2543057441711426,0.2713414132595062,0.285758912563324,1.5732714653015136,1.0,1.0,1.0
172,0.005,0.01999258515167232,0.25975034534931185,0.2523943781852722,0.29139529466629027,1.5828341960906982,1.0,1.0,1.0
173,0.005,0.01999294848597348,0.2558958142995834,0.250708669424057,0.28736485838890075,1.574007272720337,1.0,1.0,1.0
174,0.005,0.019993294019549284,0.25420614778995515,0.2509646713733673,0.2858643770217896,1.5834423303604126,1.0,1.0,1.0
175,0.005,0.019993622624219786,0.2553721308708191,0.25044822692871094,0.2875751078128815,1.6106626272201539,1.0,1.0,1.0
176,0.005,0.01999393512913347,0.2531901478767395,0.25336262583732605,0.28605985045433047,1.643983745574951,1.0,1.0,1.0
177,0.005,0.019994232322853262,0.25127250850200655,0.24907207489013672,0.28360559344291686,1.6171205282211303,1.0,1.0,1.0
178,0.005,0.01999451495534072,0.24951149225234986,0.249253511428833,0.2816814184188843,1.6089380264282227,1.0,1.0,1.0
179,0.005,0.01999478373984356,0.24879814982414244,0.24970361590385437,0.28046874403953553,1.5839428901672363,1.0,1.0,1.0
180,0.005,0.01999503935469097,0.25319192111492156,0.27229657769203186,0.2843299925327301,1.557289981842041,1.0,1.0,1.0
181,0.005,0.019995282445001403,0.26071274280548096,0.259696900844574,0.292131108045578,1.5712886571884155,1.0,1.0,1.0
182,0.005,0.019995513624306974,0.26367601454257966,0.25277942419052124,0.29623127579689024,1.628127932548523,1.0,1.0,1.0
183,0.005,0.019995733476098575,0.2546927660703659,0.24837495386600494,0.28805075883865355,1.6682557821273805,1.0,1.0,1.0
184,0.005,0.019995942555295517,0.2487946093082428,0.2486850619316101,0.28200032114982604,1.6606225490570068,1.0,1.0,1.0
185,0.005,0.01999614138964343,0.25140502452850344,0.252849280834198,0.2838987588882446,1.6250001668930054,1.0,1.0,1.0
186,0.005,0.01999633048104386,0.2545727491378784,0.24779656529426575,0.28614161610603334,1.5787329196929931,1.0,1.0,1.0
187,0.005,0.019996510306818923,0.25049953162670135,0.2491523176431656,0.28168421387672427,1.5595064640045166,1.0,1.0,1.0
188,0.005,0.01999668132091414,0.25356640815734866,0.25556913018226624,0.28532872200012205,1.5883793354034423,1.0,1.0,1.0
189,0.005,0.01999684395504255,0.2531072199344635,0.24861027300357819,0.28558979034423826,1.6243847131729126,1.0,1.0,1.0
190,0.005,0.01999699861977283,0.2513955861330032,0.2518822252750397,0.2842363119125366,1.6422827959060669,1.0,1.0,1.0
191,0.005,0.019997145705564264,0.24810975790023804,0.24625128507614136,0.28080877661705017,1.635184097290039,1.0,1.0,1.0
192,0.005,0.019997285583751145,0.2526847779750824,0.25226837396621704,0.2852408528327942,1.6280243873596192,1.0,1.0,1.0
193,0.005,0.01999741860747895,0.25198763608932495,0.259818434715271,0.28458322286605836,1.6299900770187379,1.0,1.0,1.0
194,0.005,0.019997545112594845,0.25138038098812104,0.2502024173736572,0.28409543633461,1.6359534978866577,1.0,1.0,1.0
195,0.005,0.01999766541849457,0.24948766827583313,0.247784823179245,0.2818801701068878,1.6198143482208252,1.0,1.0,1.0
196,0.005,0.019997779828927937,0.2481295347213745,0.24955086410045624,0.2802113950252533,1.604270911216736,1.0,1.0,1.0
197,0.005,0.019997888632764887,0.24930787682533265,0.2596399784088135,0.2816912651062012,1.619340443611145,1.0,1.0,1.0
198,0.005,0.01999799210472413,0.25110909938812254,0.24931871891021729,0.28380209803581236,1.6348138332366944,1.0,1.0,1.0
199,0.005,0.019998090506066078,0.24914720356464387,0.25003570318222046,0.2820552170276642,1.645557737350464,1.0,1.0,1.0
200,0.005,0.019998184085251905,0.24749830067157746,0.24666790664196014,0.28055670857429504,1.6530705690383911,1.0,1.0,1.0
