epoch,learning_rate,adversarial_weight,effective_gradient_ratio,train_task_loss,val_task_loss,train_total_loss,adversarial_loss,domain_accuracy,train_accuracy,val_accuracy
52,0.005,2.0766554951667784,0.11910112351179122,0.4105964422225952,0.40168246626853943,1.8623723268508912,0.6988478779792786,0.84375,0.575,0.6
53,0.005,2.2161532640457153,0.12078651636838914,0.41380398273468016,0.43030717968940735,1.9604665040969849,0.6983162641525269,0.9,0.55,0.6
54,0.005,3.322306823730469,0.11031525135040283,0.4398144483566284,0.4255351424217224,2.758450984954834,0.6981640815734863,0.8,0.55,0.6
55,0.005,3.6985273361206055,0.12415730208158493,0.42623481154441833,0.3985714316368103,3.0209789752960203,0.7012742161750793,0.8875,0.575,0.6
56,0.005,2.018226742744446,0.12584269046783447,0.41119683980941774,0.4134310185909271,1.825607419013977,0.700619637966156,0.85,0.575,0.6
57,0.005,3.405318760871887,0.12752808928489684,0.4108332395553589,0.399974524974823,2.788227152824402,0.6987459897994995,0.79375,0.5375,0.6
58,0.005,2.880160665512085,0.1275590643286705,0.3963857889175415,0.3914581537246704,2.4092530250549316,0.6996998906135559,0.825,0.6,0.6
59,0.005,3.279336857795715,0.1118335910141468,0.40738219022750854,0.37770581245422363,2.6978014945983886,0.6996885180473328,0.875,0.5875,0.6
60,0.005,1.6442644536495208,0.13258427679538726,0.3873628735542297,0.3893662989139557,1.5362539887428284,0.7001360654830933,0.88125,0.6375,0.6
61,0.005,1.8589190244674683,0.13426966965198517,0.38370949029922485,0.40255099534988403,1.6870699167251586,0.7011185169219971,0.85625,0.575,0.6
62,0.005,4.1384326934814455,0.12423278242349625,0.41137049794197084,0.39426368474960327,3.309475040435791,0.7004786968231201,0.8625,0.7,0.6
63,0.005,3.576666331291199,0.12681557089090348,0.4039382696151733,0.3759971559047699,2.9087860107421877,0.7003918051719665,0.825,0.65,0.6
64,0.005,1.5470243692398071,0.1393258422613144,0.3898571491241455,0.4000738561153412,1.4794466733932494,0.704164469242096,0.8875,0.6625,0.6
65,0.005,1.3230214595794678,0.14101124107837676,0.3924611330032349,0.379999577999115,1.3210267663002013,0.7024170875549316,0.8625,0.6125,0.6
66,0.005,0.985850203037262,0.1426966369152069,0.3784541666507721,0.3776600658893585,1.0748926162719727,0.7070521235466003,0.90625,0.675,0.8
67,0.005,3.086991047859192,0.14241693913936615,0.4015087127685547,0.4273844063282013,2.5746447801589967,0.7063343167304993,0.89375,0.775,0.5
68,0.005,3.981321859359741,0.1406176656484604,0.4071647822856903,0.37742769718170166,3.1976646423339843,0.7009839057922364,0.8,0.575,0.6
69,0.005,1.884250283241272,0.1477528065443039,0.38364570736885073,0.3958512842655182,1.7058310031890869,0.7025381684303283,0.8875,0.7,0.6
70,0.005,1.7042806148529053,0.14943820238113403,0.37933393716812136,0.37384873628616333,1.5796841144561768,0.7055161714553833,0.90625,0.725,0.7
71,0.005,2.0746028423309326,0.15112359523773194,0.37315787076950074,0.36043938994407654,1.8300119638442993,0.7024510502815247,0.9125,0.8,0.6
72,0.005,3.4043712854385375,0.13368754982948303,0.38631237149238584,0.3899453580379486,2.769906210899353,0.700823187828064,0.83125,0.725,0.8
73,0.005,4.203061485290528,0.13344458490610123,0.39141741394996643,0.35274651646614075,3.3507808685302733,0.7044996976852417,0.9,0.8375,0.8
74,0.005,3.1404449462890627,0.14586045742034912,0.3767018496990204,0.3669399917125702,2.5851014137268065,0.7046836733818054,0.86875,0.7625,0.7
75,0.005,2.728992211818695,0.15584069192409516,0.3678047597408295,0.36036819219589233,2.299850308895111,0.7072253108024598,0.925,0.8375,0.8
76,0.005,1.2919891893863678,0.15955055952072145,0.35759984254837035,0.3616372346878052,1.2777141332626343,0.7129705667495727,0.9375,0.8625,0.7
77,0.005,3.066987943649292,0.15066530406475068,0.37566483616828916,0.3914809823036194,2.547106409072876,0.7088890552520752,0.9125,0.8375,0.8
78,0.005,2.593176507949829,0.16292135417461395,0.39514254927635195,0.35790762305259705,2.215553903579712,0.7024019718170166,0.89375,0.8875,0.9
79,0.005,2.1724380254745483,0.1646067351102829,0.38301860690116885,0.3736262023448944,1.9163664817810058,0.7058184266090393,0.8875,0.7375,0.7
80,0.005,3.0287524223327638,0.16378670632839204,0.37975924611091616,0.35183268785476685,2.5240389823913576,0.7082507967948913,0.8875,0.85,0.8
81,0.005,1.5903295636177064,0.16797752678394318,0.3635372996330261,0.33948490023612976,1.4894905805587768,0.708557379245758,0.88125,0.7875,0.9
82,0.005,0.8769746363162995,0.16966291666030883,0.3434263050556183,0.33580583333969116,0.9617669105529785,0.7072080850601197,0.8875,0.9375,0.9
83,0.005,0.5292846739292145,0.17134832143783568,0.33541654944419863,0.316389262676239,0.7149099588394165,0.7182616710662841,0.94375,0.925,1.0
84,0.005,0.44186508655548096,0.1730337142944336,0.3252262473106384,0.3183983266353607,0.6452501654624939,0.7226665019989014,0.96875,0.9125,0.9
85,0.005,0.37578630447387695,0.17471909523010254,0.3196138679981232,0.3045867383480072,0.5967571496963501,0.7388672828674316,0.96875,0.975,1.0
86,0.005,0.5405432701110839,0.17640449106693268,0.31725251078605654,0.3098980486392975,0.7137023568153381,0.7361995339393616,0.96875,0.9,1.0
87,0.005,0.7999697744846344,0.17808988988399505,0.31679105162620547,0.31279057264328003,0.9026204764842987,0.7357853293418884,0.95,0.9875,1.0
88,0.005,0.7632072150707245,0.17977528274059296,0.3188901782035828,0.34270378947257996,0.8756046891212463,0.7312976717948914,0.9375,0.9875,1.0
89,0.005,1.479234951734543,0.18146068155765532,0.3424535751342773,0.3156953454017639,1.410409140586853,0.7293426036834717,0.9375,0.9625,1.0
90,0.005,1.1760544538497926,0.18314608037471772,0.320927494764328,0.31508997082710266,1.174035620689392,0.7284038305282593,0.93125,0.9875,1.0
91,0.005,0.6554215848445892,0.18483145534992218,0.3164800047874451,0.3173327147960663,0.7950653195381164,0.7310386180877686,0.95625,0.9875,1.0
92,0.005,0.8975719690322876,0.18651685118675232,0.3288086295127869,0.30074167251586914,0.9849261403083801,0.7320786595344544,0.9625,0.95,1.0
93,0.005,0.48546382784843445,0.18820224702358246,0.31515700221061704,0.30405429005622864,0.6774393320083618,0.7492162704467773,0.93125,0.9625,1.0
94,0.005,1.2409223198890686,0.18988763988018037,0.3176315248012543,0.324738472700119,1.2307588815689088,0.7359447956085206,0.95,0.975,1.0
95,0.005,1.694044440984726,0.19157304167747496,0.337710028886795,0.3612383306026459,1.5856053352355957,0.7420077562332154,0.95625,0.975,1.0
96,0.005,1.6380043029785156,0.19325841665267945,0.3453854858875275,0.3208467662334442,1.5540655612945558,0.7372903227806091,0.89375,0.975,1.0
97,0.005,2.037070298194885,0.1949438124895096,0.35012896060943605,0.3281424045562744,1.8303972482681274,0.72961345911026,0.9125,0.9625,1.0
98,0.005,1.78846435546875,0.1966292142868042,0.33249240517616274,0.31080707907676697,1.6203505635261535,0.7264937043190003,0.9125,0.975,1.0
99,0.005,1.1429513335227965,0.19831461012363433,0.31780104637145995,0.31072279810905457,1.1468944072723388,0.730935251712799,0.91875,0.9625,1.0
100,0.005,0.8065000951290131,0.19999999701976776,0.31227511167526245,0.3213273286819458,0.9066837549209594,0.736869478225708,0.9625,0.9875,1.0
