epoch,train_task_bce,validation_task_bce,train_accuracy,validation_accuracy
72,0.3968834698200226,0.3626190423965454,0.7,0.8
73,0.3850180506706238,0.37488123774528503,0.7375,0.8
74,0.3841781675815582,0.4167466163635254,0.725,0.8
75,0.3786155045032501,0.35643309354782104,0.7125,0.7
76,0.35652452111244204,0.3396608233451843,0.6875,0.8
77,0.34690101146698,0.3405720293521881,0.75,0.6
78,0.34569633603096006,0.36567172408103943,0.6875,0.7
79,0.35657728314399717,0.35913440585136414,0.725,0.8
80,0.34818565249443056,0.3447205424308777,0.7375,0.8
81,0.34311363697052,0.33321642875671387,0.7375,0.8
82,0.3362454831600189,0.32324865460395813,0.725,0.8
83,0.32899296283721924,0.31632867455482483,0.725,0.8
84,0.32448874711990355,0.31306999921798706,0.7625,0.8
85,0.3211288869380951,0.31133976578712463,0.7625,0.7
86,0.31872841715812683,0.3139053285121918,0.75,0.8
87,0.31875690817832947,0.32686877250671387,0.775,0.7
88,0.323735898733139,0.3029421269893646,0.7625,0.8
89,0.32128927707672117,0.32159876823425293,0.725,0.8
90,0.32256672978401185,0.32795992493629456,0.7375,0.8
91,0.32896673679351807,0.310841828584671,0.7625,0.8
92,0.32565465569496155,0.3085690140724182,0.7875,0.8
93,0.31179715394973756,0.31561461091041565,0.7625,0.8
94,0.3302228510379791,0.3319908678531647,0.75,0.8
95,0.3915292203426361,0.32201606035232544,0.6875,0.7
96,0.3178982973098755,0.3070591390132904,0.75,0.8
97,0.31297204494476316,0.29613375663757324,0.775,0.8
98,0.3029843866825104,0.30050957202911377,0.7625,0.8
99,0.2965905964374542,0.2885904610157013,0.7875,0.8
100,0.29166857004165647,0.29290905594825745,0.7875,0.8
101,0.2960858404636383,0.28663507103919983,0.7875,0.8
102,0.30028104186058047,0.2931704521179199,0.7875,0.8
103,0.2934445381164551,0.28724491596221924,0.7875,0.8
104,0.29203593730926514,0.28433358669281006,0.775,0.8
105,0.2968873918056488,0.2856951057910919,0.7625,0.8
106,0.3040667951107025,0.27957683801651,0.775,0.8
107,0.2850408315658569,0.283429354429245,0.7875,0.8
108,0.28547114729881284,0.2760467231273651,0.7875,0.8
109,0.2836792290210724,0.2742093503475189,0.7875,0.8
110,0.28349279165267943,0.2823142409324646,0.775,0.8
111,0.28612145185470583,0.29833534359931946,0.7875,0.8
112,0.28994010090827943,0.27135348320007324,0.7625,0.8
113,0.2904850125312805,0.31196296215057373,0.7875,0.8
114,0.30234782099723817,0.2882997989654541,0.775,0.8
115,0.2907774329185486,0.27500084042549133,0.7875,0.8
116,0.28180519938468934,0.2706344723701477,0.7875,0.8
117,0.2744050085544586,0.26571887731552124,0.7875,0.8
118,0.2691919535398483,0.2670261561870575,0.7875,0.8
119,0.2673006296157837,0.26354676485061646,0.7875,0.8
120,0.2647733151912689,0.2608036696910858,0.7875,0.8
121,0.26304891109466555,0.2601577639579773,0.7875,0.8
122,0.26022206246852875,0.2652128338813782,0.825,0.8
123,0.25994658172130586,0.2626156508922577,0.8875,0.8
124,0.255707123875618,0.25680482387542725,0.8875,0.8
125,0.25210281312465666,0.24869242310523987,0.9375,0.9
126,0.2510942369699478,0.25035178661346436,0.95,0.9
127,0.2498975872993469,0.24866531789302826,0.9625,0.9
128,0.24565448462963105,0.25157544016838074,0.975,1.0
129,0.24704424440860748,0.26078736782073975,0.9625,0.9
130,0.264707025885582,0.24215959012508392,0.975,1.0
131,0.27117949426174165,0.2720282971858978,0.95,1.0
132,0.2743945688009262,0.2468113899230957,0.9375,1.0
133,0.2526329606771469,0.31276747584342957,0.9875,0.9
134,0.3003540873527527,0.2649652063846588,0.9625,1.0
135,0.3367133378982544,0.41286879777908325,0.8125,0.5
136,0.33698944449424745,0.31956011056900024,0.725,0.8
137,0.3238051176071167,0.26565298438072205,0.725,0.8
138,0.2907803952693939,0.2763286530971527,0.825,0.9
139,0.31864501237869264,0.28819993138313293,0.9625,1.0
140,0.29100902676582335,0.26807573437690735,0.9375,0.8
141,0.27448102831840515,0.2653198838233948,0.7875,0.8
142,0.27613967657089233,0.2758798599243164,0.825,0.8
143,0.2848462760448456,0.28850057721138,0.85,1.0
144,0.27856689095497134,0.32420340180397034,0.9625,0.7
145,0.28320719599723815,0.2675641179084778,0.925,1.0
146,0.2764408618211746,0.27658703923225403,0.9875,0.9
147,0.27452790141105654,0.26896554231643677,0.925,0.8
148,0.2833618998527527,0.2522358298301697,0.925,0.9
149,0.255823877453804,0.2453969120979309,0.95,0.9
150,0.2520083665847778,0.24454179406166077,0.9625,1.0
151,0.2493322104215622,0.3605438768863678,0.9875,0.6
152,0.266280871629715,0.25502675771713257,0.9,1.0
153,0.2530807167291641,0.24744641780853271,0.9625,1.0
154,0.25148307383060453,0.24029286205768585,0.9625,1.0
155,0.24278078973293304,0.2369941920042038,0.9875,1.0
156,0.24238293766975402,0.24645914137363434,0.9625,1.0
157,0.2443191558122635,0.24227391183376312,0.9875,1.0
158,0.2377825677394867,0.23838557302951813,0.9875,1.0
159,0.23494893014431,0.22925202548503876,0.9875,1.0
160,0.23268198668956758,0.2294512540102005,0.9875,1.0
161,0.23169510960578918,0.23040097951889038,0.9875,1.0
162,0.22860881984233855,0.2280249148607254,0.9875,1.0
163,0.22695856988430024,0.22461354732513428,0.9875,1.0
164,0.23156251311302184,0.22669309377670288,0.9875,1.0
165,0.23083625733852386,0.2334926724433899,0.9875,1.0
166,0.23434410989284515,0.24126385152339935,0.9875,1.0
167,0.23448220491409302,0.2305099219083786,0.9875,1.0
168,0.23187369406223296,0.24554775655269623,0.9875,1.0
169,0.22791841328144075,0.2282363325357437,0.9875,1.0
170,0.22759813368320464,0.23538440465927124,0.9875,1.0
171,0.22682717740535735,0.22317925095558167,0.9875,1.0
172,0.22605135440826415,0.2288583666086197,0.9875,1.0
173,0.22519296407699585,0.23147201538085938,0.9875,1.0
174,0.2245370328426361,0.22694797813892365,0.9875,1.0
175,0.2241314798593521,0.22589904069900513,0.9875,1.0
176,0.22271416187286378,0.22111062705516815,0.9875,1.0
177,0.2203134924173355,0.22048231959342957,0.9875,1.0
178,0.21979592740535736,0.22349467873573303,0.9875,1.0
179,0.2203538626432419,0.22521524131298065,0.9875,1.0
180,0.2193359315395355,0.223933145403862,0.9875,1.0
181,0.21829710602760316,0.21930502355098724,0.9875,1.0
182,0.2182922124862671,0.21739518642425537,0.9875,1.0
183,0.21782439649105073,0.22232328355312347,0.9875,1.0
184,0.21754800975322724,0.2207881659269333,0.9875,1.0
185,0.2186628371477127,0.22075536847114563,0.9875,1.0
186,0.2161370575428009,0.21768993139266968,0.9875,1.0
187,0.21633923649787903,0.22487366199493408,0.9875,1.0
188,0.21584115028381348,0.22600629925727844,0.9875,1.0
189,0.21528103351593017,0.22037936747074127,0.9875,1.0
190,0.21600393652915956,0.22888092696666718,0.9875,1.0
191,0.2175849050283432,0.21516789495944977,0.9875,1.0
192,0.2187347799539566,0.21860508620738983,0.9875,1.0
193,0.21533428132534027,0.22029492259025574,0.9875,1.0
194,0.21713874042034148,0.21578851342201233,0.9875,1.0
195,0.22155987620353698,0.251567542552948,0.9875,1.0
196,0.23668287694454193,0.2252621203660965,0.9875,1.0
197,0.22667864859104156,0.23681722581386566,0.9875,1.0
198,0.22512941360473632,0.22326262295246124,0.9875,1.0
199,0.23247211575508117,0.22814719378948212,0.9875,1.0
200,0.22187889814376832,0.21625585854053497,0.9875,1.0
