epoch,train_task_bce,validation_task_bce,train_total_loss,train_coral_loss,train_accuracy,validation_accuracy
58,0.4971535623073578,0.49698522686958313,0.5069005608558654,0.00974699892103672,0.325,0.3
59,0.49675564765930175,0.4979857802391052,0.5078609526157379,0.011105307098478078,0.3375,0.3
60,0.4963767945766449,0.49712762236595154,0.5027452707290649,0.006368468981236219,0.375,0.4
61,0.49540061950683595,0.4958653450012207,0.5093308806419372,0.013930251868441702,0.375,0.3
62,0.494636070728302,0.4952910840511322,0.5130811929702759,0.01844512317329645,0.3625,0.3
63,0.4935367524623871,0.49495720863342285,0.5067341685295105,0.013197416812181473,0.3625,0.4
64,0.49320457577705384,0.494045227766037,0.5041455447673797,0.01094096377491951,0.45,0.5
65,0.4922833740711212,0.4918871521949768,0.5021855115890503,0.009902140591293573,0.4,0.4
66,0.48927599787712095,0.489994615316391,0.4971017181873322,0.007825721800327302,0.4,0.5
67,0.4875641465187073,0.49010440707206726,0.5010168015956878,0.013452643994241953,0.4,0.4
68,0.48846076130867006,0.4915742576122284,0.5002859115600586,0.011825141683220863,0.475,0.3
69,0.48998343348503115,0.4874199628829956,0.4970902144908905,0.007106782961636781,0.35,0.5
70,0.486256992816925,0.48536741733551025,0.5004667580127716,0.014209766406565905,0.45,0.4
71,0.4827064573764801,0.48258548974990845,0.4954421043395996,0.012735652551054955,0.3875,0.6
72,0.4883514106273651,0.4864923357963562,0.5199678182601929,0.03161639608442783,0.3375,0.3
73,0.4800929605960846,0.48141154646873474,0.49732970595359804,0.01723675336688757,0.4375,0.4
74,0.4779747545719147,0.4797120690345764,0.4946417033672333,0.0166669562458992,0.4375,0.5
75,0.47662444710731505,0.4791463315486908,0.49156804084777833,0.014943595789372922,0.475,0.6
76,0.4768088459968567,0.47466379404067993,0.4849912881851196,0.00818244256079197,0.4625,0.4
77,0.4739865303039551,0.4740602672100067,0.4838016629219055,0.00981513224542141,0.4375,0.4
78,0.4691710352897644,0.4706031084060669,0.4793842017650604,0.010213166289031506,0.525,0.5
79,0.4692962944507599,0.47242307662963867,0.481750077009201,0.012453785818070173,0.4,0.4
80,0.46935043334960935,0.47206419706344604,0.47909257411956785,0.009742137603461742,0.4625,0.4
81,0.46652706265449523,0.46924009919166565,0.47829367518424987,0.011766610899940133,0.4625,0.4
82,0.46409576535224917,0.46692514419555664,0.4797661542892456,0.01567038968205452,0.525,0.6
83,0.46439441442489626,0.4714134931564331,0.4743645370006561,0.009970121458172799,0.5,0.8
84,0.46438629031181333,0.47649088501930237,0.4810019195079803,0.01661562975496054,0.5,0.6
85,0.4679065704345703,0.46518266201019287,0.48036947250366213,0.012462901510298252,0.4875,0.5
86,0.4621715426445007,0.466932088136673,0.47432284951210024,0.012151308311149477,0.4625,0.4
87,0.4614233076572418,0.46362048387527466,0.4764555335044861,0.015032225102186204,0.45,0.4
88,0.46020904183387756,0.46185973286628723,0.4682121992111206,0.008003157284110784,0.45,0.5
89,0.45863744616508484,0.46239766478538513,0.4688332498073578,0.010195802990347147,0.475,0.5
90,0.4564047515392303,0.4633682072162628,0.46688469052314757,0.010479931347072124,0.5125,0.4
91,0.45745354890823364,0.4593384563922882,0.47213966846466066,0.014686122722923755,0.4875,0.5
92,0.4606109619140625,0.46565717458724976,0.4724302351474762,0.01181927090510726,0.4875,0.6
93,0.4623973608016968,0.4597325325012207,0.476249098777771,0.01385174309834838,0.45,0.6
94,0.45704424381256104,0.46122315526008606,0.46375924348831177,0.00671500414609909,0.5625,0.4
95,0.45491360425949096,0.4602438509464264,0.46925875544548035,0.014345152862370014,0.5125,0.4
96,0.45642954111099243,0.45835602283477783,0.4648178994655609,0.00838835583999753,0.4875,0.4
97,0.45403243899345397,0.4573862552642822,0.47013760805130006,0.016105171386152507,0.4875,0.4
98,0.45106074810028074,0.45645079016685486,0.4671098947525024,0.01604915028437972,0.4625,0.4
99,0.4493733704090118,0.45415011048316956,0.4611158311367035,0.011742462031543255,0.4125,0.4
100,0.44859940409660337,0.45584362745285034,0.4569102466106415,0.008310839626938104,0.4125,0.4
101,0.4483177900314331,0.4542577862739563,0.46104097962379453,0.012723189778625965,0.5125,0.4
102,0.4462848722934723,0.4498406946659088,0.4629059433937073,0.01662107203155756,0.5375,0.6
103,0.44543046951293946,0.4531492590904236,0.4632673442363739,0.017836871556937695,0.5,0.6
104,0.4548193871974945,0.4571116268634796,0.4715327203273773,0.016713331639766692,0.625,0.4
105,0.4634481489658356,0.4519549608230591,0.47828410267829896,0.014835955854505301,0.4,0.4
106,0.4495795965194702,0.4565921425819397,0.46523225903511045,0.015652662003412844,0.45,0.4
107,0.44806954860687254,0.4524354934692383,0.45916051864624025,0.011090974602848292,0.5,0.4
108,0.44620863199234007,0.45132195949554443,0.46272459626197815,0.01651597237214446,0.4,0.4
109,0.4448354601860046,0.4493166506290436,0.4583298921585083,0.01349442983046174,0.425,0.4
110,0.44172708988189696,0.4473440647125244,0.4581017315387726,0.016374642867594956,0.4,0.4
111,0.4410865008831024,0.4466434717178345,0.4593747198581696,0.018288230430334805,0.4,0.4
112,0.4412443935871124,0.4454632103443146,0.45088101029396055,0.009636615309864283,0.4,0.4
113,0.4404455482959747,0.44577130675315857,0.45319887399673464,0.012753328680992127,0.425,0.4
114,0.4384423136711121,0.4419783055782318,0.45316211581230165,0.01471981182694435,0.475,0.5
115,0.43768298625946045,0.441994309425354,0.44799046516418456,0.010307480301707982,0.45,0.4
116,0.43572947978973386,0.4421354830265045,0.4479100465774536,0.012180562783032655,0.4375,0.4
117,0.43533605337142944,0.43810683488845825,0.4545949101448059,0.019258858636021614,0.475,0.6
118,0.43330605030059816,0.4349732995033264,0.45498850345611574,0.02168245892971754,0.525,0.6
119,0.43169386982917785,0.43796011805534363,0.44357251524925234,0.011878638993948698,0.5875,0.6
120,0.43189082741737367,0.43631744384765625,0.44378372430801394,0.011892894841730594,0.5625,0.6
121,0.43221173286437986,0.4401942193508148,0.44662123918533325,0.014409504923969507,0.5375,0.6
122,0.43430163264274596,0.44722282886505127,0.44984150528907774,0.01553987842053175,0.4375,0.6
123,0.43401479721069336,0.44001153111457825,0.4474591851234436,0.013444380462169647,0.525,0.6
124,0.42915249466896055,0.43173930048942566,0.438984090089798,0.009831598587334156,0.5875,0.6
125,0.42425429821014404,0.4354872703552246,0.43351130485534667,0.009257013630121946,0.5875,0.6
126,0.42481942772865294,0.42627573013305664,0.43556987643241885,0.010750452242791652,0.525,0.6
127,0.42288740873336794,0.42735785245895386,0.43994449377059935,0.01705708336085081,0.5625,0.6
128,0.424043869972229,0.43905705213546753,0.43878920674324035,0.014745334349572658,0.55,0.6
129,0.42492563724517823,0.42160919308662415,0.43504048585891725,0.01011485094204545,0.575,0.6
130,0.4220378339290619,0.41967156529426575,0.4293647527694702,0.0073269220069050785,0.55,0.6
131,0.4159312665462494,0.4219314754009247,0.42660732865333556,0.010676056519150734,0.5875,0.6
132,0.41994696855545044,0.414486289024353,0.4309109032154083,0.010963939875364304,0.5625,0.6
133,0.422914457321167,0.41773971915245056,0.43486450910568236,0.0119500488974154,0.5,0.6
134,0.4171318173408508,0.4202415347099304,0.43426387310028075,0.017132057528942823,0.5625,0.6
135,0.41737356781959534,0.41586461663246155,0.4274161756038666,0.010042605642229318,0.5625,0.6
136,0.40944511294364927,0.4174788296222687,0.41900883316993714,0.00956372357904911,0.6,0.6
137,0.40596054792404174,0.4024864137172699,0.41799991130828856,0.012039359286427498,0.575,0.7
138,0.40390336513519287,0.4061785340309143,0.41098412275314333,0.00708075831644237,0.6125,0.6
139,0.4077471733093262,0.4073510766029358,0.4202734112739563,0.012526234425604344,0.5625,0.7
140,0.4075022518634796,0.4067924916744232,0.42652698755264284,0.01902474104426801,0.625,0.7
141,0.40049495697021487,0.4046626389026642,0.41437976360321044,0.013884804211556911,0.75,0.7
142,0.3975388765335083,0.4063431918621063,0.41094008684158323,0.013401208817958832,0.7375,0.7
143,0.394024932384491,0.39586588740348816,0.4076068639755249,0.013581931404769421,0.7375,0.8
144,0.3983127474784851,0.3992595374584198,0.4084683895111084,0.010155642591416835,0.8375,0.8
145,0.3931394398212433,0.4066535234451294,0.40671567916870116,0.013576239719986916,0.75,0.6
146,0.397970575094223,0.4157777428627014,0.41296164989471434,0.01499107494018972,0.7375,0.8
147,0.3986550509929657,0.3930632770061493,0.40871227383613584,0.010057213716208935,0.725,0.8
148,0.39124213457107543,0.39039015769958496,0.3998319208621979,0.0085897876881063,0.825,0.9
149,0.3857242465019226,0.3827781081199646,0.39933266639709475,0.013608421385288238,0.75,0.9
150,0.3823745846748352,0.38947391510009766,0.3916783034801483,0.009303720202296972,0.825,0.9
151,0.3854139745235443,0.39527037739753723,0.3932490885257721,0.007835115399211645,0.875,0.7
152,0.3846660852432251,0.40564748644828796,0.39758100509643557,0.012914917711168528,0.8125,0.8
153,0.38670169115066527,0.37518414855003357,0.4015690624713898,0.014867366664111615,0.85,0.8
154,0.3791463792324066,0.3903893232345581,0.39052013754844667,0.011373764276504517,0.7625,0.7
155,0.37474656105041504,0.3792392611503601,0.39058591723442077,0.01583935972303152,0.8125,0.8
156,0.3683017551898956,0.3738139569759369,0.38456911444664,0.01626736018806696,0.9,0.8
157,0.3620635747909546,0.37278223037719727,0.3744186043739319,0.012355031166225671,0.8,0.9
158,0.3771260499954224,0.3682587146759033,0.4114625692367554,0.03433651681989432,0.7625,0.8
159,0.3906934857368469,0.37366604804992676,0.405373215675354,0.014679734595119953,0.8,0.9
160,0.413976126909256,0.40078818798065186,0.4303837180137634,0.016407591011375188,0.65,0.8
161,0.3994769275188446,0.3929661512374878,0.40785781741142274,0.00838089119642973,0.8375,0.7
162,0.37879958748817444,0.37915152311325073,0.3880560874938965,0.0092565031722188,0.8125,0.8
163,0.3749556303024292,0.37991446256637573,0.3880967915058136,0.013141155242919922,0.8125,0.8
164,0.3916049003601074,0.3896169066429138,0.40646037459373474,0.014855476096272469,0.6875,0.8
165,0.37453978061676024,0.37058117985725403,0.3935896098613739,0.019049831479787827,0.8125,0.8
166,0.37331880927085875,0.3840862810611725,0.3905716180801392,0.017252810019999742,0.7375,0.9
167,0.382591712474823,0.380350261926651,0.3958697974681854,0.013278088718652725,0.7125,0.8
168,0.36450777053833006,0.37110385298728943,0.3792722404003143,0.014764466974884271,0.7375,0.8
169,0.364321368932724,0.37653592228889465,0.37582663893699647,0.011505271214991808,0.85,0.8
170,0.35876444578170774,0.37680643796920776,0.370217627286911,0.011453176755458117,0.8625,0.8
171,0.35342019200325014,0.3785070478916168,0.3699381351470947,0.01651793736964464,0.85,0.9
172,0.3540943324565887,0.36293280124664307,0.37304747104644775,0.018953142687678337,0.975,0.9
173,0.34688218832015993,0.3650207221508026,0.36116029024124147,0.014278102014213801,0.9125,0.8
174,0.3545486807823181,0.37488818168640137,0.3655099630355835,0.01096127792261541,0.7875,0.8
175,0.3570177435874939,0.3625180721282959,0.36647356748580934,0.009455824550241233,0.9125,0.9
176,0.35497589111328126,0.3829100728034973,0.3670923709869385,0.012116483971476555,0.9375,0.9
177,0.3528335988521576,0.37347906827926636,0.36776223182678225,0.014928628597408533,0.9625,0.9
178,0.3517226278781891,0.36741966009140015,0.36595141887664795,0.014228791743516923,0.9875,0.9
179,0.34718331694602966,0.3599538803100586,0.3595253646373749,0.012342046760022641,0.9375,0.9
180,0.34671410322189333,0.3661297857761383,0.36941112875938414,0.022697032243013383,0.9625,1.0
181,0.3565119802951813,0.37871694564819336,0.3673244535923004,0.010812472924590111,0.8125,0.9
182,0.34974304437637327,0.34665361046791077,0.36222013235092165,0.012477084714919328,0.925,1.0
183,0.3461045205593109,0.36230361461639404,0.36147046089172363,0.015365942381322384,0.9375,0.9
184,0.3381643950939178,0.35101011395454407,0.35542778968811034,0.017263397760689258,0.925,0.9
185,0.33611577153205874,0.3490791618824005,0.34788217544555666,0.011766401585191488,0.9125,0.9
186,0.3336360573768616,0.34700721502304077,0.36377692222595215,0.030140863917768,0.975,0.9
187,0.3322049915790558,0.3515128195285797,0.3552066147327423,0.023001628834754227,0.9875,0.9
188,0.3317206382751465,0.35198915004730225,0.35363860726356505,0.021917968709021806,0.975,0.9
189,0.3335582256317139,0.34858793020248413,0.3619800865650177,0.02842186950147152,0.9625,0.9
190,0.3325049042701721,0.3524988889694214,0.34827261567115786,0.015767712518572806,0.95,0.9
191,0.3306321442127228,0.34370478987693787,0.3425872206687927,0.011955082975327968,0.975,0.9
192,0.32919045090675353,0.34525901079177856,0.3464816212654114,0.01729116952046752,0.9875,0.9
193,0.3251538038253784,0.3459358811378479,0.3341201901435852,0.008966386318206787,1.0,0.9
194,0.32257657051086425,0.3344474136829376,0.32985145449638364,0.0072748842649161816,1.0,0.9
195,0.32147601842880247,0.3369206488132477,0.33106876015663145,0.009592744754627347,0.9875,0.9
196,0.321414852142334,0.3399769961833954,0.33480550050735475,0.013390651345252991,0.9875,0.9
197,0.32009143233299253,0.3406568169593811,0.33391218185424804,0.013820749334990978,1.0,0.9
198,0.3193031847476959,0.33952146768569946,0.3326269805431366,0.013323796913027763,0.9875,0.9
199,0.3222829580307007,0.34110575914382935,0.3366700649261475,0.014387116953730582,1.0,0.9
200,0.32182095050811765,0.33318451046943665,0.3458995819091797,0.024078632518649102,1.0,0.9
